Año;Sexo;Código Localidad;Localidad;Grupo de edad;Régimen Aseguramiento;Código CIE10;Descripción causa básica de muerte;Grupo condición crónica;Muertes total
2021;Masculino;21;Distrito;55 a 59 años;Subsidiado;I64X;ACCIDENTE VASCULAR ENCEFÁLICO AGUDO, NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;55 a 59 años;Subsidiado;I674;ENCEFALOPATÍA HIPERTENSIVA;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;55 a 59 años;Subsidiado;I678;OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;55 a 59 años;Subsidiado;I679;ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;55 a 59 años;Subsidiado;I693;SECUELAS DE INFARTO CEREBRAL;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;55 a 59 años;Subsidiado;I698;SECUELAS DE OTRAS ENFERMEDADES CEREBROVASCULARES Y DE LAS NO ESPECIFICADAS;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I10X;HIPERTENSIÓN ESENCIAL (PRIMARIA);Enfermedades cardiocerebrovasculares;3
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I110;ENFERMEDAD CARDÍACA HIPERTENSIVA CON INSUFICIENCIA CARDÍACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;15
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I119;ENFERMEDAD CARDÍACA HIPERTENSIVA SIN INSUFICIENCIA CARDÍACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I120;ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL;Enfermedades cardiocerebrovasculares;5
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I139;ENFERMEDAD CARDIORRENAL HIPERTENSIVA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I210;NFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED ANTERIOR;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I211;NFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED INFERIOR;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN;Enfermedades cardiocerebrovasculares;174
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I249;ENFERMEDAD ISQUÉMICA AGUDA DEL CORAZÓN, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I251;ENFERMEDAD ATEROSCLEROTICA DEL CORAZÓN;Enfermedades cardiocerebrovasculares;7
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I259;ENFERMEDAD ISQUEMIA CRÓNICA DEL CORAZÓN, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;5
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I500;NSUFICIENCIA CARDÍACA CONGESTIVA;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I600;HEMORRAGIA SUBARACNOIDEA DE SIFON Y BIFURCACIÓN CAROTÍDEA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I604;HEMORRAGIA SUBARACNOIDEA DE ARTERIA BASILAR;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;5
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I619;HEMORRAGIA INTRAENCEFÁLICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;11
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I620;HEMORRAGIA SUBDURAL (AGUDA) (NO TRAUMÁTICA);Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I629;HEMORRAGIA INTRACRANEAL (NO TRAUMÁTICA), NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I632;NFARTO CEREBRAL DEBIDO A OCLUSIÓN O ESTENOSIS NO ESPECIFICADA DE ARTERIAS PRECEREBRALES;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I633;NFARTO CEREBRAL DEBIDO A TROMBOSIS DE ARTERIAS CEREBRALES;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I639;NFARTO CEREBRAL, NO ESPECIFICADO;Enfermedades cardiocerebrovasculares;8
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I64X;ACCIDENTE VASCULAR ENCEFÁLICO AGUDO, NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I674;ENCEFALOPATÍA HIPERTENSIVA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I679;ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I693;SECUELAS DE INFARTO CEREBRAL;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I694;SECUELAS DE ACCIDENTE VASCULAR ENCÉFALICO, NO ESPECIFICADO COMO HEMORRÁGICO O ISQUÉMICO;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;60 a 64 años;Contributivo;I698;SECUELAS DE OTRAS ENFERMEDADES CEREBROVASCULARES Y DE LAS NO ESPECIFICADAS;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Especial;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Excepcion;I119;ENFERMEDAD CARDÍACA HIPERTENSIVA SIN INSUFICIENCIA CARDÍACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Excepcion;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN;Enfermedades cardiocerebrovasculares;8
2021;Masculino;21;Distrito;60 a 64 años;Excepcion;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;60 a 64 años;Excepcion;I619;HEMORRAGIA INTRAENCEFÁLICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Excepcion;I639;NFARTO CEREBRAL, NO ESPECIFICADO;Enfermedades cardiocerebrovasculares;3
2021;Masculino;21;Distrito;60 a 64 años;No Asegurado;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN;Enfermedades cardiocerebrovasculares;13
2021;Masculino;21;Distrito;60 a 64 años;No Asegurado;I613;HEMORRAGIA INTRAENCEFÁLICA EN TALLO CEREBRAL;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;No Asegurado;I619;HEMORRAGIA INTRAENCEFÁLICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;No Asegurado;I678;OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Sin dato;I119;ENFERMEDAD CARDÍACA HIPERTENSIVA SIN INSUFICIENCIA CARDÍACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Sin dato;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I10X;HIPERTENSIÓN ESENCIAL (PRIMARIA);Enfermedades cardiocerebrovasculares;3
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I110;ENFERMEDAD CARDÍACA HIPERTENSIVA CON INSUFICIENCIA CARDÍACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;3
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I119;ENFERMEDAD CARDÍACA HIPERTENSIVA SIN INSUFICIENCIA CARDÍACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I120;ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I129;ENFERMEDAD RENAL HIPERTENSIVA SIN INSUFICIENCIA RENAL;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I132;ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA CARDÍACA (CONGESTIVA) E INSUFICIENCIA RENAL;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I210;NFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED ANTERIOR;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I211;NFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED INFERIOR;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN;Enfermedades cardiocerebrovasculares;96
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I251;ENFERMEDAD ATEROSCLEROTICA DEL CORAZÓN;Enfermedades cardiocerebrovasculares;5
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I255;CARDIOMIOPATÍA ISQUÉMICA;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I258;OTRAS FORMAS DE ENFERMEDAD ISQUÉMICA CRÓNICA DEL CORAZÓN;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I259;ENFERMEDAD ISQUEMIA CRÓNICA DEL CORAZÓN, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;3
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I500;NSUFICIENCIA CARDÍACA CONGESTIVA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I601;HEMORRAGIA SUBARACNOIDEA DE ARTERIA CEREBRAL MEDIA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;4
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I618;OTRAS HEMORRAGIAS INTRAENCEFÁLICAS;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I619;HEMORRAGIA INTRAENCEFÁLICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;7
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I639;NFARTO CEREBRAL, NO ESPECIFICADO;Enfermedades cardiocerebrovasculares;8
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I64X;ACCIDENTE VASCULAR ENCEFÁLICO AGUDO, NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;Enfermedades cardiocerebrovasculares;4
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I671;ANEURISMA CEREBRAL, SIN RUPTURA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I674;ENCEFALOPATÍA HIPERTENSIVA;Enfermedades cardiocerebrovasculares;3
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I679;ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;60 a 64 años;Subsidiado;I694;SECUELAS DE ACCIDENTE VASCULAR ENCÉFALICO, NO ESPECIFICADO COMO HEMORRÁGICO O ISQUÉMICO;Enfermedades cardiocerebrovasculares;3
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I10X;HIPERTENSIÓN ESENCIAL (PRIMARIA);Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I110;ENFERMEDAD CARDÍACA HIPERTENSIVA CON INSUFICIENCIA CARDÍACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;8
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I119;ENFERMEDAD CARDÍACA HIPERTENSIVA SIN INSUFICIENCIA CARDÍACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;3
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I120;ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL;Enfermedades cardiocerebrovasculares;7
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I132;ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA CARDÍACA (CONGESTIVA) E INSUFICIENCIA RENAL;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I139;ENFERMEDAD CARDIORRENAL HIPERTENSIVA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I210;NFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED ANTERIOR;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I211;NFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED INFERIOR;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I212;NFARTO AGUDO TRANSMURAL DEL MIOCARDIO DE OTROS SITIOS;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN;Enfermedades cardiocerebrovasculares;202
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I249;ENFERMEDAD ISQUÉMICA AGUDA DEL CORAZÓN, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I251;ENFERMEDAD ATEROSCLEROTICA DEL CORAZÓN;Enfermedades cardiocerebrovasculares;17
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I255;CARDIOMIOPATÍA ISQUÉMICA;Enfermedades cardiocerebrovasculares;3
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I258;OTRAS FORMAS DE ENFERMEDAD ISQUÉMICA CRÓNICA DEL CORAZÓN;Enfermedades cardiocerebrovasculares;4
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I259;ENFERMEDAD ISQUEMIA CRÓNICA DEL CORAZÓN, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;8
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I500;NSUFICIENCIA CARDÍACA CONGESTIVA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;6
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I615;HEMORRAGIA INTRAENCEFÁLICA, INTRAVENTRICULAR;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I618;OTRAS HEMORRAGIAS INTRAENCEFÁLICAS;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I619;HEMORRAGIA INTRAENCEFÁLICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;14
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I620;HEMORRAGIA SUBDURAL (AGUDA) (NO TRAUMÁTICA);Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I629;HEMORRAGIA INTRACRANEAL (NO TRAUMÁTICA), NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I634;NFARTO CEREBRAL DEBIDO A EMBOLIA DE ARTERIAS CEREBRALES;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I639;NFARTO CEREBRAL, NO ESPECIFICADO;Enfermedades cardiocerebrovasculares;10
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I64X;ACCIDENTE VASCULAR ENCEFÁLICO AGUDO, NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;Enfermedades cardiocerebrovasculares;8
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I679;ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;3
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I693;SECUELAS DE INFARTO CEREBRAL;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Contributivo;I694;SECUELAS DE ACCIDENTE VASCULAR ENCÉFALICO, NO ESPECIFICADO COMO HEMORRÁGICO O ISQUÉMICO;Enfermedades cardiocerebrovasculares;5
2021;Masculino;21;Distrito;65 a 69 años;Excepcion;I110;ENFERMEDAD CARDÍACA HIPERTENSIVA CON INSUFICIENCIA CARDÍACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Excepcion;I120;ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Excepcion;I213;NFARTO TRANSMURAL AGUDO DEL MIOCARDIO, DE SITIO NO ESPECIFICADO;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Excepcion;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN;Enfermedades cardiocerebrovasculares;12
2021;Masculino;21;Distrito;65 a 69 años;Excepcion;I249;ENFERMEDAD ISQUÉMICA AGUDA DEL CORAZÓN, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Excepcion;I251;ENFERMEDAD ATEROSCLEROTICA DEL CORAZÓN;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;65 a 69 años;Excepcion;I258;OTRAS FORMAS DE ENFERMEDAD ISQUÉMICA CRÓNICA DEL CORAZÓN;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Excepcion;I259;ENFERMEDAD ISQUEMIA CRÓNICA DEL CORAZÓN, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Excepcion;I619;HEMORRAGIA INTRAENCEFÁLICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Excepcion;I64X;ACCIDENTE VASCULAR ENCEFÁLICO AGUDO, NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Excepcion;I694;SECUELAS DE ACCIDENTE VASCULAR ENCÉFALICO, NO ESPECIFICADO COMO HEMORRÁGICO O ISQUÉMICO;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;No Asegurado;I130;ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA CARDÍACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;No Asegurado;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN;Enfermedades cardiocerebrovasculares;13
2021;Masculino;21;Distrito;65 a 69 años;No Asegurado;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;No Asegurado;I679;ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Sin dato;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Sin dato;I259;ENFERMEDAD ISQUEMIA CRÓNICA DEL CORAZÓN, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I10X;HIPERTENSIÓN ESENCIAL (PRIMARIA);Enfermedades cardiocerebrovasculares;4
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I110;ENFERMEDAD CARDÍACA HIPERTENSIVA CON INSUFICIENCIA CARDÍACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;7
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I120;ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL;Enfermedades cardiocerebrovasculares;4
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I132;ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA CARDÍACA (CONGESTIVA) E INSUFICIENCIA RENAL;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I213;NFARTO TRANSMURAL AGUDO DEL MIOCARDIO, DE SITIO NO ESPECIFICADO;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN;Enfermedades cardiocerebrovasculares;116
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I249;ENFERMEDAD ISQUÉMICA AGUDA DEL CORAZÓN, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I251;ENFERMEDAD ATEROSCLEROTICA DEL CORAZÓN;Enfermedades cardiocerebrovasculares;4
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I259;ENFERMEDAD ISQUEMIA CRÓNICA DEL CORAZÓN, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;6
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I500;NSUFICIENCIA CARDÍACA CONGESTIVA;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I601;HEMORRAGIA SUBARACNOIDEA DE ARTERIA CEREBRAL MEDIA;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I602;HEMORRAGIA SUBARACNOIDEA DE ARTERIA COMUNICANTE ANTERIOR;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;7
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I619;HEMORRAGIA INTRAENCEFÁLICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;5
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I629;HEMORRAGIA INTRACRANEAL (NO TRAUMÁTICA), NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I639;NFARTO CEREBRAL, NO ESPECIFICADO;Enfermedades cardiocerebrovasculares;11
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I64X;ACCIDENTE VASCULAR ENCEFÁLICO AGUDO, NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;Enfermedades cardiocerebrovasculares;3
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I674;ENCEFALOPATÍA HIPERTENSIVA;Enfermedades cardiocerebrovasculares;4
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I678;OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS;Enfermedades cardiocerebrovasculares;2
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I694;SECUELAS DE ACCIDENTE VASCULAR ENCÉFALICO, NO ESPECIFICADO COMO HEMORRÁGICO O ISQUÉMICO;Enfermedades cardiocerebrovasculares;1
2021;Masculino;21;Distrito;65 a 69 años;Subsidiado;I698;SECUELAS DE OTRAS ENFERMEDADES CEREBROVASCULARES Y DE LAS NO ESPECIFICADAS;Enfermedades cardiocerebrovasculares;3
2021;Femenino;21;Distrito;30 a 34 años;Contributivo;E117;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES MÚLTIPLES;Diabetes;1
2021;Femenino;21;Distrito;30 a 34 años;Subsidiado;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2021;Femenino;21;Distrito;35 a 39 años;Contributivo;E102;DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES RENALES;Diabetes;1
2021;Femenino;21;Distrito;35 a 39 años;Contributivo;E117;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES MÚLTIPLES;Diabetes;1
2021;Femenino;21;Distrito;35 a 39 años;Contributivo;E141;DIABETES MELLITUS, NO ESPECIFICADA CON CETOACIDOSIS;Diabetes;1
2021;Femenino;21;Distrito;35 a 39 años;Excepcion;E147;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES MÚLTIPLES;Diabetes;1
2021;Femenino;21;Distrito;35 a 39 años;Subsidiado;E117;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES MÚLTIPLES;Diabetes;1
2021;Femenino;21;Distrito;40 a 44 años;Contributivo;E117;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES MÚLTIPLES;Diabetes;1
2021;Femenino;21;Distrito;40 a 44 años;Contributivo;E141;DIABETES MELLITUS, NO ESPECIFICADA CON CETOACIDOSIS;Diabetes;1
2021;Femenino;21;Distrito;40 a 44 años;Contributivo;E144;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES NEUROLOGICAS;Diabetes;1
2021;Femenino;21;Distrito;40 a 44 años;Contributivo;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2021;Femenino;21;Distrito;40 a 44 años;Excepcion;E147;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES MÚLTIPLES;Diabetes;1
2021;Femenino;21;Distrito;40 a 44 años;Subsidiado;E116;DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;2
2021;Femenino;21;Distrito;40 a 44 años;Subsidiado;E141;DIABETES MELLITUS, NO ESPECIFICADA CON CETOACIDOSIS;Diabetes;1
